sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
5.5126;7.5753;-3.1256;6.1805;7.3393;-2.0263;-0.6132;0.1244;-0.8288;-0.5151;0.4867;0.3255;1.0;7.8;-28.1;16.3;137.68;-48.83;-111.69;3.1;47.009;22.509909;88.30776;-151.61;NaN;0.0;19.35484;0.0;16 / 19;15367897;2020-01-17 21:28:23:748
4.4556;4.8914;8.6012;3.7406;6.4665;6.3532;1.2099;-0.9296;1.3015;2.166;-0.1627;0.2773;29.0;-32.81;-7.51;-4.19;74.55;-41.25;-30.49;3.1;16.989;22.509909;88.30776;-151.61;NaN;0.0;19.35484;0.0;16 / 19;15369896;2020-01-17 21:28:25:747
0.5495;11.072;-3.3303;1.1454;9.6474;-1.3365;-5.2443;-0.3636;-0.3587;1.2436;0.9222;1.2308;8.0;-5.81;-7.21;33.07;84.82;-79.98;-87.06;3.1;19.309;22.509916;88.30779;-151.61;NaN;1.15;16.129032;99.2;15 / 19;15371897;2020-01-17 21:28:27:748
-9.4272;8.1726;-1.324;-7.238;6.519;-1.1335;-2.2295;1.8153;-0.2884;-0.9549;1.3676;0.9126;0.0;29.4;14.43;22.0;327.23;-36.63;95.49;3.1;45.322;22.509924;88.307785;-151.61;NaN;1.8;17.741936;153.2;15 / 18;15373896;2020-01-17 21:28:29:747
4.2545;7.0509;1.9776;3.6364;8.4331;3.4395;0.4518;-1.5166;-1.2239;1.2301;-1.3697;0.8002;39.0;-21.37;-25.55;14.2;118.95;-58.73;-32.45;3.1;18.01;22.50992;88.307785;-154.84;NaN;0.72;16.129032;176.0;16 / 19;15375896;2020-01-17 21:28:31:747
1.0678;2.9509;11.5556;4.1545;1.8271;8.6932;-3.1704;1.0034;2.9292;-1.294;-0.5909;-1.6677;9.0;4.02;-34.21;-15.05;199.22;-14.36;-27.6;3.1;34.796;22.509916;88.30778;-151.61;NaN;1.4;16.129032;179.9;15 / 20;15377896;2020-01-17 21:28:33:747
0.7901;8.6299;8.017;1.7357;9.1325;3.1233;-0.9775;-0.5065;4.923;-2.0282;-1.0496;0.4196;26.0;12.29;-32.54;18.09;183.11;-68.63;-29.06;3.1;21.855;22.509909;88.30778;-154.84;NaN;0.0;16.129032;0.0;15 / 20;15379896;2020-01-17 21:28:35:747
5.0589;7.8901;4.0187;4.0696;8.5317;2.6113;1.1258;-0.79;0.2641;0.2845;0.0579;0.1569;4.0;-7.04;-30.01;23.8;131.48;-60.69;-56.58;3.1;20.751;22.509905;88.30777;-154.84;NaN;1.58;16.129032;173.4;16 / 20;15381896;2020-01-17 21:28:37:747
-0.0898;10.0006;-0.1281;1.3066;9.6048;1.4872;1.0385;0.3455;0.9597;-0.9855;-0.7302;0.0195;3.0;22.61;-23.98;-14.33;233.48;-80.43;-61.33;3.1;16.298;22.509905;88.30777;-154.84;NaN;1.58;16.129032;173.4;17 / 20;15383896;2020-01-17 21:28:39:747
-0.2358;7.3634;9.4068;1.3506;8.1017;5.358;-1.5864;-0.7384;4.0488;-1.2579;-1.9922;-0.1821;9.0;12.1;-10.9;-35.9;311.93;-63.55;-20.63;3.1;43.234;22.509928;88.30778;-148.39;NaN;3.2;17.741936;0.1;15 / 20;15385896;2020-01-17 21:28:41:747
3.0215;7.8183;-4.464;-2.5481;4.9834;8.0525;2.42;0.7436;-1.1548;1.2173;-3.6189;-0.2273;38.0;11.35;24.26;-22.52;350.41;-8.55;15.07;3.1;40.109;22.509937;88.30778;-151.61;NaN;2.27;16.129032;0.5;17 / 20;15387897;2020-01-17 21:28:43:748
0.7949;-0.2251;20.328;0.9045;0.7978;9.7322;-1.1427;-0.4938;-0.08;-3.4711;0.0976;0.3109;60.0;17.86;21.67;-26.25;330.09;-11.34;5.3;3.1;60.853;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;15 / 20;15389896;2020-01-17 21:28:45:747
-0.6285;1.0271;9.979;-0.6508;1.0271;9.731;0.0199;0.012;0.3534;-0.1846;-0.217;-0.0978;1.0;15.31;31.68;-31.59;340.27;-7.02;3.82;0.0;42.964;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;12 / 19;15391896;2020-01-17 21:28:47:747
-0.4549;1.2354;9.8665;-0.5004;1.2606;9.7124;0.0934;-0.0024;0.0966;-0.0069;4.0E-4;0.0097;1.0;13.8;28.6;-27.4;338.7;-7.41;2.93;0.0;41.054;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;11 / 19;15393897;2020-01-17 21:28:49:748
-0.6045;1.221;9.8438;-0.578;1.2131;9.7142;-0.0026;-0.0054;0.132;4.0E-4;0.0029;-0.0013;4.0;13.6;28.6;-29.4;339.31;-7.11;3.4;3.1;40.33;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;12 / 19;15395896;2020-01-17 21:28:51:747
-0.7003;1.2318;9.8198;-0.5841;1.2286;9.7118;0.0777;-0.0057;0.0815;-2.0E-4;0.02;-0.0031;36.0;12.3;30.1;-30.6;343.3;-7.2;3.43;3.1;49.702;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;12 / 19;15397896;2020-01-17 21:28:53:747
-0.577;1.239;9.8497;-0.5772;1.232;9.7118;-0.019;0.0056;0.1225;-0.0032;0.0133;0.0018;2.0;12.2;30.1;-29.9;343.11;-7.23;3.39;0.0;47.13;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;11 / 20;15399896;2020-01-17 21:28:55:747
-0.4836;1.2067;9.8988;-0.5141;1.2182;9.7171;0.0102;0.03;0.1435;0.0017;-0.0014;0.0012;28.0;12.0;28.5;-29.2;342.15;-7.14;3.03;3.1;16.884;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;12 / 21;15401896;2020-01-17 21:28:57:747
-0.6213;1.2246;9.8893;-0.6012;1.2077;9.7134;-0.0604;0.0135;0.1482;0.0029;-0.0032;0.0;1.0;11.7;28.0;-28.7;342.04;-7.07;3.53;0.0;39.315;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;13 / 20;15403896;2020-01-17 21:28:59:747
-0.6883;1.2318;9.8593;-0.6391;1.2156;9.71;-0.0654;0.0264;0.1239;-0.0011;0.0097;-4.0E-4;26.0;10.4;27.9;-29.4;345.58;-7.12;3.74;3.1;14.647;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;13 / 20;15405896;2020-01-17 21:29:01:747
-0.8667;1.1624;9.9455;-0.7849;1.1508;9.7072;-0.0156;0.0232;0.0239;0.0555;-0.1119;-7.0E-4;6.0;14.0;28.6;-26.3;339.92;-6.49;5.06;0.0;16.578;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;12 / 20;15407896;2020-01-17 21:29:03:747
-0.9529;1.0271;9.6774;0.0303;1.1024;9.7444;-0.6987;0.4281;-1.4647;0.0341;-0.7674;-0.3763;10.0;22.7;27.5;-19.4;322.41;-6.45;-0.18;3.1;47.405;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;13 / 20;15409896;2020-01-17 21:29:05:747
-1.1001;1.257;9.8354;-0.9842;1.2162;9.681;-0.0996;0.0604;-0.025;-0.0038;0.0188;-0.0178;50.0;19.7;25.8;-21.8;328.37;-7.24;5.64;3.1;40.036;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;13 / 18;15411896;2020-01-17 21:29:07:747
-1.0511;1.2737;9.7121;-0.947;1.2368;9.6821;-0.017;0.0482;0.0137;0.0011;-0.0105;-0.0074;56.0;19.8;26.1;-23.2;328.59;-7.25;5.59;3.1;39.009;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;12 / 18;15413896;2020-01-17 21:29:09:747
-0.9637;1.239;9.8928;-0.9376;1.2168;9.6856;0.0502;-0.0506;0.1663;0.0011;0.0121;-0.0208;54.0;19.7;26.1;-23.4;328.45;-7.13;5.44;3.1;23.071;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;13 / 17;15415896;2020-01-17 21:29:11:747
-1.0463;1.1911;9.8533;-1.0;1.1638;9.6859;-0.0516;0.0226;0.1421;0.0023;-0.0093;0.0103;55.0;19.9;26.2;-23.5;328.63;-6.82;5.86;3.1;41.197;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;13 / 17;15417897;2020-01-17 21:29:13:748
-0.9888;1.2175;9.8258;-0.9492;1.2067;9.6857;-0.0448;0.0241;0.1112;-0.005;-0.0014;-0.0025;53.0;19.7;25.8;-22.7;328.53;-7.07;5.6;3.1;16.95;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;14 / 18;15419897;2020-01-17 21:29:15:748
-0.972;1.1959;9.8857;-1.001;1.1816;9.6836;-0.0631;0.0535;0.1062;-0.0018;-0.0128;-9.0E-4;55.0;19.7;26.2;-23.7;328.94;-6.91;5.9;3.1;38.349;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;14 / 17;15421896;2020-01-17 21:29:17:747
-0.911;1.1983;9.7121;-0.9415;1.1754;9.6903;0.0118;0.0012;0.1276;-6.0E-4;-0.0128;-3.0E-4;53.0;19.9;26.1;-23.9;328.72;-6.9;5.59;3.1;38.012;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;13 / 16;15423896;2020-01-17 21:29:19:747
-1.0786;1.1935;9.8162;-1.035;1.163;9.6823;-0.0329;0.0632;0.1348;1.0E-4;0.0098;0.004;51.0;20.1;26.2;-23.4;328.78;-6.81;6.1;3.1;45.075;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;14 / 18;15425896;2020-01-17 21:29:21:747
-0.9409;1.1396;9.8174;-0.8949;1.1119;9.7022;-0.1135;-0.0535;0.1951;-0.0067;-6.0E-4;0.012;50.0;20.6;26.1;-23.5;326.7;-6.55;5.21;3.1;47.964;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;15 / 18;15427896;2020-01-17 21:29:23:747
-1.227;1.2139;9.7959;-1.1994;1.1853;9.6606;-0.0283;0.029;0.1352;-0.0012;9.0E-4;0.001;49.0;21.2;26.2;-21.6;327.77;-6.94;7.07;3.1;14.505;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;15 / 18;15429896;2020-01-17 21:29:25:747
-0.9481;1.0259;9.7887;-1.0606;1.041;9.6934;5.0E-4;0.0021;0.114;-0.0061;-0.0749;-0.04;56.0;25.2;20.2;-19.1;314.23;-6.09;6.24;3.1;21.048;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;15 / 18;15431896;2020-01-17 21:29:27:747
-1.0894;1.0343;9.7767;-1.0503;1.0367;9.695;-0.0258;0.0392;0.0745;-0.0012;0.0131;-0.01;56.0;24.9;20.8;-21.1;315.97;-6.07;6.18;3.1;41.207;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;15 / 18;15433896;2020-01-17 21:29:29:747
-1.1133;1.0678;9.7384;-1.0845;1.0389;9.691;-0.0418;-0.0172;0.1243;-0.0012;0.0045;0.0034;55.0;25.0;20.8;-20.9;316.1;-6.08;6.39;3.1;40.676;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;14 / 19;15435896;2020-01-17 21:29:31:747
-1.0642;1.0834;9.8845;-1.0466;1.0759;9.6911;0.0021;0.025;0.1766;-0.0018;9.0E-4;0.0028;57.0;25.0;20.4;-21.4;314.83;-6.29;6.17;3.1;14.069;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;14 / 20;15437896;2020-01-17 21:29:33:747
-0.8511;1.0846;9.8737;-0.9227;1.0884;9.7023;0.0262;0.0298;0.1703;-0.0024;-0.0407;0.004;58.0;24.7;20.6;-20.9;315.68;-6.37;5.43;3.1;18.957;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;15 / 20;15439896;2020-01-17 21:29:35:747
-0.905;1.1337;9.8785;-0.8462;1.1078;9.7071;0.0436;-0.0148;0.0995;0.0312;0.0589;0.0046;59.0;24.6;20.5;-22.2;315.73;-6.49;4.98;3.1;42.444;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;15 / 19;15441896;2020-01-17 21:29:37:747
-0.9457;1.0774;9.8581;-0.9391;1.049;9.7051;0.0146;0.0101;0.1625;-0.0024;-0.0016;-3.0E-4;55.0;24.5;20.5;-21.8;315.91;-6.14;5.56;3.1;45.683;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;14 / 18;15443896;2020-01-17 21:29:39:747
-1.0116;1.0606;9.8521;-0.9712;1.0374;9.7031;-0.0457;0.0279;0.1153;-0.0049;0.018;-0.0027;56.0;24.5;20.7;-22.1;315.96;-6.07;5.72;3.1;47.979;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;15 / 19;15445896;2020-01-17 21:29:41:747
-1.2534;1.3288;9.7899;-1.2415;1.2987;9.6407;-0.2514;0.0445;0.3462;0.0043;0.0174;0.0046;58.0;24.9;20.4;-21.4;316.13;-7.61;7.34;3.1;30.992;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;15 / 20;15447896;2020-01-17 21:29:43:747
-1.2222;1.5179;9.7468;-1.2514;1.5142;9.6079;0.0216;0.0199;0.1282;-0.0318;-0.0608;0.004;56.0;25.7;19.4;-21.8;314.92;-9.08;7.71;3.1;46.378;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;15 / 20;15449896;2020-01-17 21:29:45:747
-0.7566;1.257;9.8354;-0.78;1.2362;9.6971;0.0129;0.0185;0.0519;-0.0012;0.0015;0.0028;56.0;24.0;20.5;-20.5;316.58;-7.24;4.6;3.1;42.565;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;14 / 20;15451896;2020-01-17 21:29:47:747
-0.6704;1.2534;9.8282;-0.7559;1.2477;9.6975;0.1143;-0.0128;0.0476;0.007;-0.0605;0.0346;56.0;23.9;20.4;-22.4;315.82;-7.31;4.46;3.1;25.171;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;14 / 19;15453896;2020-01-17 21:29:49:747
-0.9613;1.0666;9.8833;-0.9532;1.0727;9.7011;0.0765;-7.0E-4;0.0597;-0.0132;0.0085;-0.0081;59.0;24.7;20.5;-21.8;316.0;-6.28;5.61;3.1;25.694;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;15 / 20;15455896;2020-01-17 21:29:51:747
-1.1253;0.9421;9.8737;-1.0975;0.9431;9.6993;-0.0177;0.0154;0.148;9.0E-4;0.0067;0.001;58.0;24.6;21.4;-21.5;315.88;-5.52;6.46;3.1;46.608;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;15 / 20;15457896;2020-01-17 21:29:53:747
-1.5263;1.2175;9.4751;-1.507;1.22;9.6131;-0.0144;0.0271;-0.0012;-0.0486;-0.0447;0.0029;60.0;25.5;21.1;-20.8;316.83;-7.15;8.91;3.1;39.301;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;16 / 20;15459896;2020-01-17 21:29:55:747
-1.1684;1.2294;9.827;-1.1424;1.22;9.6632;-0.0464;0.0322;0.1132;0.0174;-0.0019;0.0096;52.0;24.8;20.9;-21.5;316.77;-7.08;6.77;3.1;23.186;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;16 / 20;15461897;2020-01-17 21:29:57:748
-1.093;1.2474;9.8713;-1.051;1.2213;9.6734;-0.0459;0.0308;0.1969;0.021;0.014;-0.0069;58.0;24.8;20.7;-21.6;316.77;-7.15;6.23;3.1;32.86;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;16 / 20;15463897;2020-01-17 21:29:59:748
-0.9637;0.6752;9.8809;-0.929;0.6416;9.7414;-0.0515;0.0155;0.139;-0.037;0.0201;0.0041;32.0;24.4;22.3;-21.1;316.98;-3.75;5.45;3.1;52.613;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;17 / 20;15465897;2020-01-17 21:30:01:748
-0.7973;0.7937;9.8665;-0.7697;0.7659;9.7464;-0.0122;0.0259;0.1548;-0.0016;0.0018;0.0016;58.0;24.1;22.2;-21.8;316.99;-4.49;4.5;3.1;43.021;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;16 / 20;15467896;2020-01-17 21:30:03:747
-0.7147;0.6476;9.9252;-0.848;0.7352;9.7422;-0.0137;0.0145;0.1703;0.0113;-0.0196;4.0E-4;58.0;24.4;22.2;-21.5;316.99;-4.28;5.03;3.1;18.445;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;16 / 20;15469896;2020-01-17 21:30:05:747
-0.8296;0.7578;9.8833;-0.8403;0.7382;9.7427;-0.0034;0.014;0.1551;0.0021;-0.0031;-8.0E-4;61.0;24.3;22.1;-21.7;317.16;-4.31;4.94;3.1;25.838;22.509949;88.30778;-148.39;NaN;2.66;14.516129;358.9;15 / 20;15471896;2020-01-17 21:30:07:747
-0.7266;0.8691;9.8857;-0.6775;0.8397;9.7471;-0.018;0.0324;0.111;-0.0044;0.0043;-0.0018;61.0;23.9;21.8;-20.2;316.5;-4.9;3.98;3.1;24.146;22.510008;88.30777;;NaN;;77.077415;;16 / 20;15473897;2020-01-17 21:30:09:748
-0.6345;0.753;9.9742;-0.6447;0.8084;9.752;-4.0E-4;-0.0574;0.4378;0.0023;-0.0214;-6.0E-4;61.0;24.1;22.0;-22.0;316.73;-4.68;3.9;3.1;18.736;22.510008;88.30777;;NaN;;77.077415;;16 / 19;15475896;2020-01-17 21:30:11:747
-0.6069;0.899;9.8294;-0.6221;0.8792;9.7473;0.0599;0.0218;0.1409;-0.0173;0.0134;-0.0079;61.0;23.9;21.9;-22.3;316.81;-5.17;3.64;3.1;35.952;22.510008;88.30777;;NaN;;77.077415;;17 / 20;15477897;2020-01-17 21:30:13:748
-0.8164;0.8416;9.8138;-0.7905;0.8215;9.7402;0.0201;-0.0069;0.1676;-0.0032;0.0;0.0012;61.0;24.3;22.0;-21.6;317.21;-4.81;4.64;3.1;36.253;22.510008;88.30777;;NaN;;77.077415;;17 / 21;15479896;2020-01-17 21:30:15:747
-0.6776;0.8296;9.9204;-0.6829;0.8306;9.7475;-0.009;0.0205;0.1142;0.0017;0.0018;0.0;61.0;24.2;21.8;-21.7;316.88;-4.86;4.01;3.1;23.472;22.510008;88.30777;;NaN;;77.077415;;15 / 21;15481897;2020-01-17 21:30:17:748
-0.8643;0.7781;9.8749;-0.858;0.7873;9.7373;0.002;4.0E-4;0.128;-0.0014;-0.0012;6.0E-4;60.0;24.5;22.2;-21.0;315.89;-4.6;5.04;3.1;43.147;22.510008;88.30777;;NaN;;77.077415;;15 / 21;15483896;2020-01-17 21:30:19:747
-0.8906;0.7913;9.9048;-0.859;0.7835;9.7375;-0.016;0.0054;0.135;-0.001;0.0011;-3.0E-4;60.0;24.6;22.1;-21.4;315.88;-4.58;5.04;3.1;26.133;22.510008;88.30777;;NaN;;77.077415;;15 / 19;15485896;2020-01-17 21:30:21:747
-0.9373;0.6093;10.1107;-1.1396;0.6026;9.7215;-0.0347;-0.0041;0.1055;-0.0988;0.0379;0.0285;57.0;24.6;22.2;-20.9;316.29;-4.04;6.24;3.1;45.57;22.510008;88.30777;;NaN;;77.077415;;15 / 19;15487896;2020-01-17 21:30:23:747
-0.5231;1.0546;9.7743;-0.5696;1.0569;9.7329;-0.1467;0.1256;0.1116;-0.0096;-0.0806;-0.0038;61.0;24.7;20.8;-21.5;314.56;-6.17;3.54;3.1;35.95;22.510008;88.30777;;NaN;;77.077415;;16 / 19;15489896;2020-01-17 21:30:25:747
-0.8392;0.9876;9.7683;-0.9148;1.0647;9.7057;0.009;0.038;0.1047;0.0069;0.0062;4.0E-4;62.0;24.2;20.5;-20.8;316.8;-6.19;5.32;3.1;27.924;22.510008;88.30777;;NaN;;77.077415;;15 / 19;15491897;2020-01-17 21:30:27:748
-1.2725;1.6173;9.6702;-1.204;1.5692;9.6051;-0.0685;0.0433;0.0471;-0.0114;-0.0158;0.0011;61.0;24.3;19.5;-20.3;317.83;-9.35;7.35;3.1;45.607;22.510008;88.30777;;NaN;;77.077415;;15 / 19;15493897;2020-01-17 21:30:29:748
-0.9948;1.5299;9.7707;-1.0312;1.5195;9.6332;0.022;0.0211;0.1412;0.0313;0.0593;-0.002;58.0;24.0;19.9;-22.4;317.32;-8.78;5.82;3.1;27.226;22.510008;88.30777;;NaN;;77.077415;;15 / 18;15495896;2020-01-17 21:30:31:747
-1.0822;1.5502;9.7659;-1.0788;1.5327;9.6259;2.0E-4;-0.0088;0.1233;-0.0035;-0.0054;-8.0E-4;62.0;24.3;19.9;-22.5;317.79;-9.0;6.4;3.1;50.107;22.510008;88.30777;;NaN;;77.077415;;16 / 18;15497896;2020-01-17 21:30:33:747
-1.0702;1.5395;9.7528;-1.0601;1.5215;9.6297;-0.0077;0.0143;0.1566;8.0E-4;7.0E-4;-2.0E-4;62.0;24.4;19.7;-21.9;317.68;-8.93;6.28;3.1;46.955;22.510008;88.30777;;NaN;;77.077415;;16 / 19;15499896;2020-01-17 21:30:35:747
-1.0774;1.5263;9.7791;-1.0576;1.5133;9.6313;-0.0234;0.0119;0.1406;-0.0047;-0.0018;0.0011;60.0;24.5;19.9;-22.6;316.7;-8.88;6.26;3.1;16.985;22.510008;88.30777;;NaN;;77.077415;;15 / 19;15501896;2020-01-17 21:30:37:747
-1.0666;1.5143;9.7659;-1.0521;1.4996;9.634;0.0023;0.0123;0.1271;-0.0019;7.0E-4;4.0E-4;61.0;24.3;20.0;-22.5;317.6;-8.8;6.23;3.1;44.919;22.510008;88.30777;;NaN;;77.077415;;17 / 20;15503896;2020-01-17 21:30:39:747
-1.0546;1.5143;9.7923;-1.0449;1.4964;9.6353;-0.0074;0.0216;0.1378;0.0032;0.0011;-9.0E-4;61.0;24.4;20.0;-22.4;317.56;-8.78;6.19;3.1;36.815;22.510008;88.30777;;NaN;;77.077415;;14 / 20;15505896;2020-01-17 21:30:41:747
-1.0127;1.488;9.8007;-0.9921;1.4605;9.6464;-0.0207;0.0272;0.1543;-0.0016;0.0024;-3.0E-4;61.0;24.6;20.2;-22.3;316.0;-8.57;5.87;3.1;41.616;22.510008;88.30777;;NaN;;77.077415;;15 / 20;15507897;2020-01-17 21:30:43:748
-0.8033;1.3001;9.8342;-0.84;1.3091;9.6825;0.0367;-0.0091;0.1517;-0.0096;0.0014;-6.0E-4;60.0;24.3;20.3;-22.7;316.57;-7.67;4.96;3.1;22.877;22.510008;88.30777;;NaN;;77.077415;;14 / 19;15509897;2020-01-17 21:30:45:748
-0.6548;1.2713;9.8497;-0.6343;1.2586;9.7048;-0.108;0.0939;0.1409;-0.0053;-0.0041;0.0;56.0;23.2;20.5;-22.6;318.13;-7.36;3.69;3.1;21.78;22.510008;88.30777;;NaN;;77.077415;;15 / 20;15511896;2020-01-17 21:30:47:747
-0.5782;1.2402;9.8306;-0.5864;1.2266;9.7119;-0.0546;0.0514;0.075;-0.0132;-0.0114;0.0097;58.0;23.0;20.4;-21.3;316.24;-7.21;3.47;3.1;45.036;22.510008;88.30777;;NaN;;77.077415;;16 / 20;15513896;2020-01-17 21:30:49:747
-1.5407;1.3563;9.6474;-1.498;1.3383;9.5987;-0.0792;-0.0079;0.1014;0.0039;0.0075;0.0;59.0;24.6;20.8;-21.2;318.38;-7.84;8.87;3.1;19.685;22.510008;88.30777;;NaN;;77.077415;;17 / 20;15515896;2020-01-17 21:30:51:747
-1.506;1.3324;9.7085;-1.5027;1.3008;9.6031;0.0159;-0.0059;0.1472;-0.0065;-0.0206;0.0012;61.0;24.6;20.7;-21.3;318.33;-7.64;8.93;3.1;22.975;22.510008;88.30777;;NaN;;77.077415;;16 / 20;15517896;2020-01-17 21:30:53:747
-1.2175;1.2761;9.7432;-1.2119;1.2421;9.6519;0.0205;8.0E-4;0.1842;-0.0059;-0.0077;0.0036;60.0;24.0;20.9;-21.7;318.72;-7.28;7.21;3.1;34.758;22.510008;88.30777;;NaN;;77.077415;;17 / 20;15519896;2020-01-17 21:30:55:747
-1.6771;1.5574;9.6798;-1.7307;1.548;9.5278;0.0203;0.0459;0.2234;0.0442;0.1493;0.025;62.0;23.5;20.5;-22.6;322.03;-9.08;10.3;3.1;22.842;22.510008;88.30777;;NaN;;77.077415;;17 / 19;15521896;2020-01-17 21:30:57:747
-3.1101;2.1344;9.1866;-3.0785;2.1157;9.0674;-0.0464;0.0661;0.0541;0.0576;0.0509;0.0049;60.0;27.4;18.3;-18.5;319.46;-12.46;18.75;3.1;18.304;22.510008;88.30777;;NaN;;77.077415;;15 / 19;15523896;2020-01-17 21:30:59:747
-2.8886;2.0997;9.2739;-2.8807;2.1017;9.1354;-0.0073;-0.0036;0.1391;-0.0041;-4.0E-4;6.0E-4;58.0;27.4;17.8;-18.9;319.21;-12.4;17.51;3.1;42.76;22.510008;88.30777;;NaN;;77.077415;;16 / 19;15525897;2020-01-17 21:31:01:748
-2.891;2.0482;9.4607;-2.9016;2.0534;9.1397;-0.0063;-0.0011;0.3147;-0.012;-0.0102;0.0018;60.0;27.4;17.9;-18.4;318.37;-12.05;17.5;3.1;23.782;22.510008;88.30777;;NaN;;77.077415;;16 / 19;15527897;2020-01-17 21:31:03:748
-1.9704;1.7538;9.5636;-1.9683;1.7286;9.4503;-0.0128;0.0319;0.1099;0.0179;0.0387;-0.0025;61.0;26.0;19.0;-20.0;317.04;-10.06;11.58;3.1;43.635;22.510008;88.30777;;NaN;;77.077415;;15 / 19;15529896;2020-01-17 21:31:05:747
-2.2829;1.8759;9.5038;-2.2493;1.8528;9.3637;-0.0346;0.0232;0.1399;-0.001;0.01;-6.0E-4;62.0;26.1;18.6;-20.0;318.71;-10.89;13.49;3.1;16.938;22.510008;88.30777;;NaN;;77.077415;;15 / 19;15531896;2020-01-17 21:31:07:747
-2.3367;1.834;9.4834;-2.2631;1.854;9.3601;-0.0362;-0.0321;0.1349;-0.0315;-0.0664;0.0085;62.0;26.3;18.5;-18.1;318.02;-11.04;14.0;3.1;23.364;22.510008;88.30777;;NaN;;77.077415;;15 / 18;15533896;2020-01-17 21:31:09:747
-1.1133;1.3527;9.6833;-1.1858;1.4067;9.6325;0.0762;-0.0538;0.0513;-0.0132;-0.0566;0.0018;63.0;24.1;20.3;-21.9;317.97;-8.28;7.18;3.1;39.202;22.51008;88.307846;;NaN;;180.96774;;15 / 18;15535896;2020-01-17 21:31:11:747
-1.2163;1.3946;9.8138;-1.2162;1.3901;9.6311;0.0;0.0045;0.1827;-0.0041;0.0014;0.0;62.0;24.1;20.3;-22.1;317.92;-8.15;7.2;3.1;43.828;22.51008;88.307846;;NaN;;180.96774;;16 / 18;15537896;2020-01-17 21:31:13:747
-1.1468;1.4234;9.8557;-1.132;1.4013;9.6398;-0.0191;0.0227;0.2154;-4.0E-4;0.0039;-0.0019;62.0;23.9;19.8;-23.0;317.92;-8.21;6.64;3.1;20.371;22.51008;88.307846;;NaN;;180.96774;;15 / 18;15539896;2020-01-17 21:31:15:747
