sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
2.4349;8.9926;-2.3499;3.4785;8.6851;-2.9395;-1.1618;-0.0395;0.1288;0.4507;-0.0179;-0.2389;1.0;-2.2;-4.9;42.3;53.19;-62.33;-130.2;3.1;36.245;22.509928;88.30778;-151.61;NaN;0.11;17.741936;58.3;15 / 17;15199896;2020-01-17 21:25:35:747
4.9692;11.2827;-1.6927;3.6738;8.6476;-2.8093;-1.2739;2.9785;3.3976;0.7536;0.2668;0.0213;9.0;-10.7;-3.1;37.2;41.02;-61.86;-127.4;3.1;23.971;22.509916;88.307785;-154.84;NaN;1.73;19.35484;85.5;14 / 18;15201896;2020-01-17 21:25:37:747
9.7049;5.6886;-4.2306;7.6249;5.2027;-3.3109;-0.356;0.4359;-1.0208;0.6852;-0.0191;-0.1686;0.0;-3.29;-11.7;37.56;91.12;-33.52;-111.82;3.1;34.462;22.509909;88.30778;-154.84;NaN;0.0;19.35484;0.0;15 / 18;15203896;2020-01-17 21:25:39:747
4.4245;7.744;-1.2426;4.6055;8.6439;-0.4927;0.563;-0.6299;-2.1611;1.5661;1.5074;0.3512;0.0;-28.23;-1.9;15.82;27.26;-61.82;-96.11;3.1;40.153;22.509907;88.30777;-151.61;NaN;0.5;17.741936;177.0;13 / 16;15205896;2020-01-17 21:25:41:747
8.4779;7.8099;-4.1946;6.9824;6.3747;-2.6037;0.2288;2.1454;0.1293;-0.2757;0.48;-0.099;0.0;-21.75;-11.96;-17.83;270.45;-40.54;-110.45;3.1;36.849;22.509907;88.30777;-151.61;NaN;0.5;17.741936;177.0;11 / 16;15207896;2020-01-17 21:25:43:747
3.6559;7.829;2.144;5.6373;8.0215;0.2175;-1.7385;-0.0982;0.9785;-0.8047;0.3205;-0.1815;2.0;-6.04;-15.99;-25.8;257.73;-53.77;-92.97;3.1;32.75;22.509907;88.30777;-151.61;NaN;0.5;17.741936;177.0;15 / 19;15209896;2020-01-17 21:25:45:747
7.003;8.8298;0.0634;5.2947;8.2493;0.2908;-2.2214;0.1083;0.6535;0.3987;1.1684;-0.4558;2.0;10.92;-29.75;-6.46;194.67;-57.27;-86.86;3.1;18.088;22.509907;88.30777;-151.61;NaN;0.5;17.741936;177.0;16 / 19;15211896;2020-01-17 21:25:47:747
6.5194;6.3901;-1.3312;5.7059;7.8702;-1.2932;0.735;-1.5116;0.2732;-0.3245;0.0536;0.2767;2.0;9.4;-32.87;16.83;141.94;-53.37;-102.77;3.1;15.42;22.509914;88.30778;-148.39;NaN;2.3;19.35484;239.6;16 / 19;15213896;2020-01-17 21:25:49:747
5.612;7.4124;-3.462;4.912;8.1503;-2.3695;0.5939;-0.2808;-0.9856;0.6388;0.9491;-0.2248;5.0;-16.82;-4.27;35.4;46.21;-56.21;-115.75;3.1;20.187;22.50992;88.30778;-145.16;NaN;1.22;19.35484;241.7;16 / 19;15215896;2020-01-17 21:25:51:747
6.2728;8.005;0.7901;5.3939;8.1651;-0.6385;-0.7801;0.0193;1.3753;-1.2274;-0.5506;-0.0361;8.0;-33.7;4.9;6.0;3.57;-56.37;-96.75;3.1;48.14;22.50992;88.30778;-145.16;NaN;1.22;19.35484;241.7;16 / 19;15217896;2020-01-17 21:25:53:747
5.6132;9.426;-1.0331;4.7578;8.5557;-0.5776;0.8554;0.8703;-0.4555;-0.4559;-0.4382;0.2626;7.0;-28.1;-0.6;21.6;32.22;-62.24;-99.43;3.1;19.021;22.509909;88.30777;-145.16;NaN;2.27;17.741936;202.4;16 / 19;15219896;2020-01-17 21:25:55:747
5.2349;8.983;-0.7506;5.2607;8.2753;-0.1231;-0.0258;0.7078;-0.6275;0.0902;0.2387;-0.1027;9.0;-17.3;-8.6;32.6;74.8;-56.36;-89.64;3.1;17.251;22.5099;88.30777;-141.94;NaN;2.88;19.35484;196.1;15 / 19;15221897;2020-01-17 21:25:57:748
5.381;7.0844;-2.9233;5.967;7.6565;-1.3937;-0.5861;-0.5721;-1.5296;0.3694;-0.5451;0.5833;5.0;-32.6;1.6;5.4;0.86;-53.43;-97.89;3.1;32.749;22.509888;88.30778;-141.94;NaN;0.83;17.741936;186.8;15 / 19;15223897;2020-01-17 21:25:59:748
6.6427;7.0928;-1.2402;5.3156;8.1052;-1.4901;2.715;-0.2322;-1.6184;-0.4333;-0.2909;0.3677;2.0;-26.9;-0.9;20.5;22.86;-57.75;-108.6;3.1;26.008;22.509878;88.30778;-141.94;NaN;1.51;17.741936;160.3;15 / 17;15225897;2020-01-17 21:26:01:748
4.0594;7.8302;-4.4209;3.8502;8.153;-3.8568;-1.291;-0.5329;-1.3765;-0.258;1.224;-7.0E-4;0.0;-26.3;-0.1;23.7;353.3;-56.61;-138.31;3.1;32.381;22.509872;88.30777;-145.16;NaN;3.38;16.129032;207.1;16 / 18;15227896;2020-01-17 21:26:03:747
5.5031;10.0485;-0.7219;3.6052;9.1078;-0.4699;2.0181;0.064;-1.1135;0.3218;0.4262;0.1594;2.0;-4.44;-17.39;-25.04;258.7;-69.88;-97.18;3.1;18.216;22.509874;88.30776;-145.16;NaN;1.51;16.129032;218.6;14 / 19;15229896;2020-01-17 21:26:05:747
-6.59;3.5494;11.655;0.5794;4.9736;8.432;-0.4095;-6.9132;4.2929;-0.9256;0.7103;-2.0147;4.0;15.25;6.4;-29.19;303.53;-46.02;-27.5;3.1;13.785;22.509884;88.30777;-145.16;NaN;1.66;17.741936;94.0;15 / 18;15231896;2020-01-17 21:26:07:747
2.2601;6.4081;4.9704;1.8195;7.1745;6.4333;-1.1726;-0.4033;-1.8888;1.6651;0.4946;0.3872;10.0;18.28;-28.88;-5.88;221.37;-38.38;-11.97;3.1;22.117;22.509892;88.30778;-145.16;NaN;0.0;16.129032;0.0;15 / 18;15233896;2020-01-17 21:26:09:747
1.6472;-4.6639;12.8054;2.2554;-1.6787;9.395;-1.9589;-1.0569;2.3915;0.7457;-0.0405;1.565;24.0;22.2;0.78;-27.62;266.11;8.21;-16.27;3.1;34.331;22.509892;88.30778;-145.16;NaN;0.0;16.129032;0.0;17 / 19;15235896;2020-01-17 21:26:11:747
1.4653;5.7533;6.1567;0.9957;5.7533;7.879;0.5286;-0.0555;-1.6172;-0.1883;-0.0753;0.2406;24.0;11.07;-35.69;0.87;199.8;-36.65;-5.73;3.1;19.629;22.509909;88.307785;-141.94;NaN;1.04;16.129032;111.5;17 / 19;15237897;2020-01-17 21:26:13:748
1.2306;5.436;7.5046;0.7032;6.0814;7.6611;0.3134;-1.0162;1.8489;-0.0295;-0.3306;0.2034;20.0;-21.1;-33.2;2.7;141.24;-41.02;-2.39;3.1;32.909;22.509909;88.307785;-141.94;NaN;1.04;16.129032;111.5;15 / 18;15239896;2020-01-17 21:26:15:747
1.342;7.7572;6.9564;-0.3396;7.1498;6.7033;1.295;0.3288;0.0087;0.2833;0.6816;0.8307;42.0;-19.2;-34.5;5.0;145.86;-46.81;2.9;3.1;23.1;22.5099;88.30778;-141.94;NaN;0.0;17.741936;0.0;14 / 18;15241896;2020-01-17 21:26:17:747
0.9337;6.456;8.0086;0.1071;6.6758;7.1828;0.7732;0.0417;1.536;0.0872;-0.2018;0.5534;25.0;-5.99;-37.57;6.03;169.83;-42.21;1.92;3.1;30.949;22.509895;88.307785;-141.94;NaN;0.11;17.741936;109.4;16 / 19;15243896;2020-01-17 21:26:19:747
1.1636;9.0597;13.2196;1.7021;8.3998;4.7662;1.6461;0.5434;6.0421;0.3102;-0.4363;-0.6109;19.0;-8.5;-30.7;17.4;156.23;-58.23;-16.32;3.1;25.821;22.50988;88.307785;-141.94;NaN;1.12;17.741936;137.8;16 / 19;15245897;2020-01-17 21:26:21:748
3.7445;9.4715;3.2417;0.7533;8.8947;4.0604;2.0193;-0.2506;-0.8106;-0.1901;0.0389;-0.4973;2.0;13.5;-25.59;18.14;199.67;-65.1;-10.51;3.1;44.077;22.50988;88.30778;-145.16;NaN;0.0;17.741936;0.0;15 / 18;15247897;2020-01-17 21:26:23:748
1.3838;6.5086;6.9695;1.7359;6.5777;7.0634;-0.5864;0.8408;0.1776;0.0799;0.4274;1.2785;0.0;-25.3;-9.46;-6.86;87.64;-42.11;-10.38;3.1;35.261;22.50988;88.30778;-145.16;NaN;0.0;17.741936;0.0;16 / 19;15249896;2020-01-17 21:26:25:747
2.6516;7.9416;3.7661;3.109;8.6804;3.3401;-0.1834;-0.8756;1.9502;0.1764;-0.5689;0.2785;1.0;-8.9;1.0;-30.8;337.67;-61.37;-36.34;3.1;42.59;22.509888;88.30777;-145.16;NaN;2.2;17.741936;145.6;15 / 19;15251896;2020-01-17 21:26:27:747
0.7446;10.3034;2.3667;1.47;9.4421;2.2036;-1.2668;0.6912;0.1423;0.2613;1.3266;0.3457;2.0;8.97;-10.23;-26.88;302.14;-74.33;-33.71;3.1;43.397;22.509897;88.30778;-145.16;NaN;2.52;17.741936;106.3;16 / 19;15253897;2020-01-17 21:26:29:748
2.4828;9.7612;0.498;2.9343;9.3525;0.3022;-0.2422;-0.1384;0.1016;-0.1822;1.855;-0.8595;2.0;18.8;-24.21;-6.02;192.39;-69.05;-90.61;3.1;41.607;22.509897;88.30778;-145.16;NaN;2.52;17.741936;106.3;16 / 19;15255896;2020-01-17 21:26:31:747
3.4512;8.6287;1.567;3.5515;8.9756;1.7307;0.2151;-0.4696;0.3489;-0.1193;-0.407;-0.1173;4.0;17.8;-27.7;10.0;178.51;-67.03;-63.11;3.1;26.484;22.509905;88.30778;-145.16;NaN;0.0;17.741936;0.0;16 / 19;15257896;2020-01-17 21:26:33:747
2.6791;9.5445;3.1137;3.4752;9.0594;1.4215;0.0773;0.18;0.7959;-0.8902;0.4036;0.4709;25.0;4.24;-20.56;33.14;128.39;-67.49;-67.75;3.1;14.87;22.509905;88.30778;-145.16;NaN;0.0;17.741936;0.0;17 / 19;15259896;2020-01-17 21:26:35:747
4.0378;8.1858;3.0538;3.2804;8.9747;2.2056;1.5038;-0.5398;0.543;-0.0576;0.7109;-0.3544;24.0;-29.91;-4.15;-14.7;4.09;-66.67;-59.87;3.1;13.875;22.509905;88.30778;-145.16;NaN;0.0;17.741936;0.0;17 / 19;15261896;2020-01-17 21:26:37:747
4.0091;8.7352;-0.9936;3.7377;8.8226;-2.0887;0.4894;0.0512;0.9614;0.2485;0.0554;0.0568;2.0;-32.09;-1.18;8.96;344.76;-64.44;-119.32;3.1;15.071;22.509922;88.307785;-141.94;NaN;0.58;16.129032;103.8;16 / 19;15263896;2020-01-17 21:26:39:747
3.1137;9.9659;-0.2957;3.6657;9.0411;-0.9962;0.0494;0.7019;0.9414;0.4311;0.2063;-0.4002;13.0;-16.1;-1.6;33.3;52.21;-67.21;-105.2;3.1;15.097;22.509922;88.307785;-141.94;NaN;0.58;16.129032;103.8;15 / 19;15265896;2020-01-17 21:26:41:747
3.2106;9.4451;-1.4916;4.6217;8.6218;-0.6889;-1.4356;0.8417;-0.741;0.2466;0.0554;-0.1204;3.0;-5.2;-9.7;38.6;84.91;-60.32;-96.84;3.1;42.511;22.509924;88.30779;-145.16;NaN;1.22;14.516129;140.3;17 / 19;15267896;2020-01-17 21:26:43:747
3.8714;8.9974;-0.7841;3.4585;9.099;-1.1905;0.4168;-0.0861;0.5297;-0.126;0.7414;-0.0953;3.0;0.3;-13.2;36.3;75.76;-67.54;-113.63;3.1;15.642;22.50992;88.307785;-141.94;NaN;1.04;14.516129;265.4;16 / 20;15269896;2020-01-17 21:26:45:747
4.1001;8.9184;2.1787;4.9556;8.4546;-0.3624;-0.7717;0.4228;2.6901;-0.9226;-0.0466;0.3304;8.0;-23.9;-1.9;22.7;38.12;-60.39;-100.58;3.1;16.717;22.509909;88.307785;-145.16;NaN;1.73;14.516129;227.9;17 / 20;15271896;2020-01-17 21:26:47:747
0.2406;7.6207;6.9408;1.6112;8.9981;3.5509;-1.5337;-1.3507;3.4002;-0.6685;-0.1523;0.0494;3.0;19.4;-23.6;9.6;204.96;-68.24;-28.66;3.1;25.964;22.5099;88.30777;-141.94;NaN;2.3;12.903226;234.0;18 / 20;15273897;2020-01-17 21:26:49:748
-0.1903;9.5984;2.9963;-0.1413;9.487;2.4795;-0.4759;-0.2282;1.202;-0.5023;1.3162;0.036;0.0;-15.48;-20.61;20.78;146.91;-78.32;-2.2;3.1;23.38;22.509895;88.307755;-141.94;NaN;1.37;16.129032;255.6;16 / 19;15275896;2020-01-17 21:26:51:747
1.5131;8.2995;1.5263;1.9342;9.379;2.1126;-0.1344;-0.6391;-0.6708;0.0322;-0.6245;0.1557;3.0;-3.9;-8.5;-30.2;321.05;-73.02;-42.47;3.1;21.63;22.509895;88.307755;-141.94;NaN;1.37;16.129032;255.6;16 / 20;15277897;2020-01-17 21:26:53:748
0.3855;8.6395;1.8471;1.9969;9.4248;1.8318;-1.2703;-0.3825;0.8599;0.0059;0.4934;0.1637;2.0;12.72;-13.2;-24.87;276.57;-73.82;-48.05;3.1;15.313;22.50989;88.307755;-141.94;NaN;0.0;14.516129;0.0;17 / 20;15279897;2020-01-17 21:26:55:748
4.1348;8.8921;1.8603;2.6199;9.4039;0.9339;1.6212;-0.4687;0.334;-0.5194;0.7084;0.0885;3.0;19.9;-22.0;-10.2;210.59;-75.8;-79.63;3.1;13.818;22.5099;88.30776;-141.94;NaN;3.02;14.516129;339.3;17 / 20;15281896;2020-01-17 21:26:57:747
0.7386;8.8597;-1.1444;0.7457;9.7763;-0.1939;0.1367;-1.143;-0.2102;-0.2415;4.0E-4;0.1643;4.0;21.2;-19.0;25.2;117.71;-85.49;-104.58;3.1;12.765;22.509909;88.30776;-141.94;NaN;0.32;16.129032;350.5;16 / 20;15283896;2020-01-17 21:26:59:747
2.1368;9.2584;2.3236;1.9104;9.364;2.1992;0.2162;-0.1091;0.1811;0.0084;0.0047;0.0635;28.0;3.7;-24.1;31.3;152.82;-73.27;-39.39;3.1;13.113;22.509907;88.30777;-145.16;NaN;0.43;16.129032;6.2;15 / 19;15285896;2020-01-17 21:27:01:747
1.64;9.5636;1.7933;1.8155;9.4524;1.8779;-0.0258;0.0023;-0.1517;-0.0057;-0.0124;-0.0135;28.0;3.9;-23.4;31.4;148.35;-74.55;-44.03;3.1;44.709;22.509907;88.30777;-145.16;NaN;0.43;16.129032;6.2;15 / 19;15287896;2020-01-17 21:27:03:747
1.3946;9.8689;2.5115;1.9271;9.4126;1.9647;0.1595;0.1858;0.536;0.0964;-0.2683;-0.1387;28.0;3.8;-23.5;30.9;148.18;-73.7;-44.45;3.1;13.036;22.509907;88.30777;-145.16;NaN;0.43;16.129032;6.2;16 / 20;15289897;2020-01-17 21:27:05:748
3.7757;9.1135;0.9158;2.6743;9.3982;0.832;0.91;-0.2364;-0.1136;-0.1077;0.3725;0.1062;29.0;3.0;-19.3;34.5;115.4;-74.43;-76.43;3.1;12.338;22.509907;88.30777;-145.16;NaN;0.43;16.129032;6.2;15 / 19;15291897;2020-01-17 21:27:07:748
2.4169;9.4595;2.6528;3.358;9.0948;1.4759;-1.1832;0.4004;1.6177;-0.3068;-0.5206;-0.0685;37.0;2.1;-23.2;31.2;128.42;-68.04;-66.27;3.1;36.166;22.509907;88.30777;-145.16;NaN;0.43;16.129032;6.2;15 / 19;15293897;2020-01-17 21:27:09:748
1.6328;9.3302;1.1349;1.7595;9.6256;0.6494;0.0344;-0.0234;0.3941;-0.2531;-0.7833;0.2913;9.0;-30.01;-12.54;4.49;29.99;-80.64;-69.94;3.1;13.291;22.509907;88.30777;-145.16;NaN;0.43;16.129032;6.2;17 / 21;15295896;2020-01-17 21:27:11:747
-0.7626;9.9144;2.7904;0.6074;9.54;2.1884;-1.4231;0.3932;0.5363;-0.0112;0.9326;-0.0269;18.0;-16.77;-20.36;23.53;124.96;-77.43;-26.16;3.1;16.479;22.509909;88.30776;-141.94;NaN;1.98;14.516129;269.6;17 / 21;15297896;2020-01-17 21:27:13:747
0.4046;8.904;4.4879;1.5175;9.5233;1.7818;-1.2904;-0.581;2.6629;0.4916;-2.3013;-1.1534;4.0;-18.02;-16.0;21.39;106.34;-76.19;-40.42;3.1;15.868;22.509897;88.307755;-141.94;NaN;2.92;14.516129;216.8;17 / 20;15299896;2020-01-17 21:27:15:747
-1.4461;10.3705;2.8156;-1.4433;9.4612;2.1383;-0.0276;0.9587;0.6938;-0.0753;1.5068;0.2302;0.0;20.4;-20.2;17.5;248.11;-74.06;30.61;3.1;23.425;22.509882;88.307755;-145.16;NaN;1.4;14.516129;180.2;16 / 20;15301897;2020-01-17 21:27:17:748
4.1803;9.0082;0.419;3.6905;9.0538;-0.7614;0.8318;-0.0284;1.2049;0.2155;1.1764;0.0073;2.0;-34.38;-4.4;5.72;350.92;-68.5;-108.08;3.1;49.15;22.509882;88.307755;-145.16;NaN;1.4;14.516129;180.2;16 / 21;15303897;2020-01-17 21:27:19:748
2.6516;9.2225;-1.5024;2.3578;9.413;-1.4166;0.4428;-0.4197;-0.0287;0.1703;0.9381;-0.0526;114.0;-8.63;-20.15;-27.35;247.42;-73.71;-121.0;3.1;35.065;22.509882;88.307755;-145.16;NaN;1.4;14.516129;180.2;16 / 21;15305896;2020-01-17 21:27:21:747
3.5889;9.1339;0.51;3.5042;9.148;0.4529;0.0972;-0.1509;0.0914;-0.0533;-0.1401;0.0696;83.0;2.9;-18.5;-30.7;259.85;-69.51;-83.05;3.1;52.889;22.509882;88.307755;-145.16;NaN;1.4;14.516129;180.2;16 / 21;15307897;2020-01-17 21:27:23:748
3.9109;8.6287;-0.5363;2.9159;9.247;-1.47;0.9907;-0.6848;1.2944;-0.1999;1.2332;0.0024;10.0;20.72;-25.02;-7.43;166.6;-70.93;-126.05;3.1;31.657;22.509882;88.307755;-145.16;NaN;1.4;14.516129;180.2;16 / 20;15309897;2020-01-17 21:27:25:748
0.2227;10.2185;1.4293;0.6321;9.658;-1.5792;-1.2006;2.9632;0.0339;-0.4094;-1.473;0.1233;0.0;25.23;-12.58;3.79;107.42;-80.01;-158.19;3.1;34.091;22.509888;88.307755;-141.94;NaN;2.09;16.129032;157.8;16 / 21;15311896;2020-01-17 21:27:27:747
0.9984;9.019;0.6273;0.9904;9.7565;-0.0134;0.2531;-0.5489;0.3896;-0.079;-1.3471;-0.1882;12.0;10.0;-15.2;-21.1;244.39;-83.43;-86.46;3.1;23.14;22.509888;88.307755;-141.94;NaN;2.09;16.129032;157.8;16 / 21;15313896;2020-01-17 21:27:29:747
-2.9904;10.3011;6.5577;-1.5566;8.3501;4.9014;-2.1329;0.8185;2.4009;-0.7027;0.7042;0.5265;2.0;-7.1;-2.0;-32.2;38.91;-59.0;21.14;3.1;44.031;22.509893;88.30776;-141.94;NaN;1.58;17.741936;123.4;15 / 20;15315896;2020-01-17 21:27:31:747
-3.207;6.268;7.4508;-2.2919;7.5898;5.7717;0.6231;-1.6355;1.1009;-0.7204;0.4488;0.2247;3.0;18.2;10.7;-29.7;348.8;-54.52;19.76;3.1;13.24;22.509895;88.30776;-141.94;NaN;2.88;17.741936;80.2;17 / 21;15317896;2020-01-17 21:27:33:747
-0.9373;5.8263;5.4755;-2.9007;6.5475;6.6997;1.1329;-0.3206;0.1686;-0.2781;0.6351;-0.0593;4.0;30.2;10.3;-18.8;322.02;-43.33;21.37;3.1;25.195;22.509905;88.30777;-145.16;NaN;2.12;16.129032;34.0;13 / 19;15319896;2020-01-17 21:27:35:747
-3.5506;5.6324;8.7544;-3.2846;4.9633;7.7941;-0.0391;0.8838;0.3875;0.4366;0.1214;0.0849;11.0;33.49;5.89;-11.61;301.61;-28.55;21.08;3.1;26.164;22.509905;88.30777;-145.16;NaN;2.12;16.129032;34.0;17 / 20;15321896;2020-01-17 21:27:37:747
-3.2585;2.1344;9.9719;-2.8412;3.9411;8.5186;-0.5427;-0.3345;-2.1412;0.2338;-0.6721;0.262;50.0;37.01;-5.52;-10.16;275.41;-23.7;18.45;3.1;45.636;22.509905;88.30777;-145.16;NaN;2.12;16.129032;34.0;14 / 20;15323896;2020-01-17 21:27:39:747
-2.624;5.2373;8.7652;-2.1394;5.7181;7.6744;-1.6607;-0.5942;0.2559;-0.2323;-0.2329;0.452;17.0;-13.7;-39.96;-9.53;150.66;-36.28;18.24;3.1;14.391;22.509905;88.30777;-145.16;NaN;2.12;16.129032;34.0;16 / 20;15325897;2020-01-17 21:27:41:748
-2.1584;6.5086;2.8443;-3.0699;8.4342;3.9511;1.3433;-0.6396;-0.9805;0.0328;0.3419;0.3536;25.0;-20.2;-31.6;-16.7;120.23;-58.51;36.64;3.1;35.212;22.509888;88.30778;-145.16;NaN;2.2;17.741936;129.0;16 / 19;15327897;2020-01-17 21:27:43:748
-2.2948;7.2628;7.2113;-2.8814;6.3513;6.8942;0.7173;1.1348;0.6385;0.2656;-0.1779;-0.0312;16.0;-19.6;-31.3;-15.9;127.73;-40.36;22.68;3.1;19.875;22.509893;88.30778;-145.16;NaN;0.0;17.741936;0.0;15 / 19;15329897;2020-01-17 21:27:45:748
-1.7131;2.8695;7.5298;-1.7117;4.9361;8.2992;0.402;-1.2645;-0.4353;0.695;-0.1511;0.6285;26.0;-8.04;-41.28;-5.95;165.14;-26.63;15.11;3.1;22.002;22.509893;88.30778;-145.16;NaN;0.0;17.741936;0.0;15 / 18;15331896;2020-01-17 21:27:47:747
-0.4597;4.6855;7.4496;-1.6724;4.9504;8.2986;1.1829;-1.061;-0.6129;-0.4669;0.3474;-0.6329;9.0;13.2;-37.04;-0.13;203.27;-33.2;8.74;3.1;32.016;22.509893;88.30778;-145.16;NaN;0.0;17.741936;0.0;17 / 19;15333896;2020-01-17 21:27:49:747
-1.0235;8.0409;7.112;-0.6561;6.842;6.9948;-0.2419;1.1147;0.2136;0.4775;0.1336;0.3371;0.0;8.75;-38.87;6.01;196.81;-44.24;5.36;3.1;40.149;22.509895;88.30777;-145.16;NaN;2.77;14.516129;188.2;16 / 19;15335896;2020-01-17 21:27:51:747
-1.1863;5.3738;6.7265;-1.1768;7.197;6.5566;0.0957;-1.173;-0.4615;1.381;0.3718;0.769;0.0;-20.93;-22.08;-18.15;108.86;-39.44;10.48;3.1;25.534;22.509895;88.30776;-145.16;NaN;2.95;14.516129;202.1;17 / 19;15337896;2020-01-17 21:27:53:747
-1.5095;8.8909;7.0473;-1.6788;7.046;6.611;0.058;1.7277;0.5356;-0.564;0.4348;0.4673;4.0;-8.9;-3.0;-34.9;38.56;-46.41;13.31;3.1;15.805;22.509901;88.30777;-145.16;NaN;0.86;16.129032;286.8;16 / 19;15339896;2020-01-17 21:27:55:747
1.0738;6.3961;11.303;-0.5671;5.7653;7.9127;1.356;0.7915;3.2607;0.9461;0.0487;-0.2584;5.0;24.57;4.18;-25.56;310.24;-36.01;4.1;3.1;47.918;22.509907;88.30777;-148.39;NaN;2.41;16.129032;40.7;16 / 19;15341896;2020-01-17 21:27:57:747
3.9265;5.7317;5.764;4.9934;6.0181;5.9177;-0.4356;-0.719;0.4782;0.0108;-0.8065;-0.6751;5.0;15.03;-33.1;-13.75;218.05;-35.87;-40.39;3.1;45.829;22.509916;88.30778;-145.16;NaN;0.0;17.741936;0.0;15 / 19;15343897;2020-01-17 21:27:59:748
5.4923;7.8099;3.322;4.6633;8.3648;2.1104;0.8952;-0.4698;0.9169;1.4916;2.2301;-0.1558;5.0;7.53;-41.79;7.14;174.09;-55.46;-67.04;3.1;33.244;22.509916;88.30778;-145.16;NaN;0.0;17.741936;0.0;17 / 19;15345897;2020-01-17 21:28:01:748
4.4317;7.3227;1.1037;2.9767;9.3074;0.8255;0.0064;-1.3653;-1.1632;0.0212;0.5343;0.2254;24.0;-31.83;-10.55;-4.03;9.93;-71.64;-74.5;3.1;36.937;22.509916;88.30778;-145.16;NaN;0.0;17.741936;0.0;16 / 20;15347896;2020-01-17 21:28:03:747
3.2322;8.0984;2.7749;3.8272;8.8069;1.9903;-1.3078;0.3957;1.6728;-0.0319;-0.9513;-0.0697;25.0;-31.95;-7.17;4.85;44.63;-63.55;-61.5;3.1;40.11;22.509916;88.30777;-145.16;NaN;1.44;16.129032;62.9;17 / 20;15349896;2020-01-17 21:28:05:747
2.1907;10.9367;-1.6221;1.639;9.6478;0.6353;0.0841;0.764;-2.4844;0.9736;-1.0619;0.0928;3.0;8.23;-18.17;24.42;134.42;-79.67;-68.81;3.1;17.179;22.509895;88.30778;-145.16;NaN;2.34;16.129032;159.5;17 / 20;15351896;2020-01-17 21:28:07:747
-2.0806;10.6745;0.6907;-2.3028;9.5206;0.4748;0.5473;1.5121;-0.0011;-0.4827;1.2051;0.1007;0.0;-7.2;-22.54;22.2;230.66;-74.81;79.2;3.1;28.236;22.509892;88.30777;-145.16;NaN;1.04;14.516129;188.1;15 / 19;15353896;2020-01-17 21:28:09:747
0.1221;9.9311;3.1544;1.8883;9.4326;1.9055;-0.7104;0.6414;2.0188;-0.2219;0.108;-0.2297;10.0;-27.03;-8.02;-27.78;348.36;-73.89;-54.49;3.1;31.652;22.50989;88.30776;-145.16;NaN;2.27;14.516129;200.5;16 / 19;15355896;2020-01-17 21:28:11:747
1.0259;9.8043;1.5119;1.3526;9.7024;0.451;-0.2658;-0.001;1.1302;-0.2079;0.5826;-0.1314;101.0;-0.7;-15.5;-35.8;286.5;-81.64;-71.56;3.1;43.877;22.509884;88.30776;-148.39;NaN;0.65;16.129032;189.1;16 / 20;15357896;2020-01-17 21:28:13:747
2.6755;9.5996;3.4381;1.7701;8.7886;3.9745;0.53;0.9002;-0.5479;-0.0136;-1.0674;-0.0281;43.0;6.68;0.61;-37.94;319.05;-61.01;-27.26;3.1;43.684;22.509884;88.30776;-148.39;NaN;0.65;16.129032;189.1;15 / 19;15359896;2020-01-17 21:28:15:747
-7.2125;4.209;8.6479;2.1618;8.9983;3.2447;-6.9173;-4.8784;4.9733;1.808;0.5392;3.4538;12.0;2.44;-4.73;-33.09;23.59;-62.36;22.98;3.1;41.473;22.509884;88.30776;-148.39;NaN;0.65;16.129032;189.1;16 / 20;15361896;2020-01-17 21:28:17:747
5.2816;4.9177;-3.237;8.0334;4.4915;-3.3854;-2.8877;0.5347;-0.0398;-0.214;-0.2152;-0.1247;1.0;-8.9;-29.7;-1.1;190.85;-27.26;-112.85;3.1;42.648;22.509884;88.30776;-148.39;NaN;0.65;16.129032;189.1;16 / 20;15363896;2020-01-17 21:28:19:747
4.7537;10.6997;-8.1283;4.5107;7.8614;-3.7446;0.1968;1.886;-3.4586;-0.1333;-0.2073;0.0494;1.0;-5.3;-28.2;-15.0;217.18;-51.39;-121.65;3.1;35.937;22.509897;88.30776;-151.61;NaN;2.16;17.741936;103.0;16 / 20;15365897;2020-01-17 21:28:21:748
